"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 18 19:50:59 AMT 2023","Sun Jun 18 19:51:23 AMT 2023","23482","","My Login application","","","","should login with valid credentials",""
